id;entorno;nombre;etapa;tipo;area_responsable;descripcion;monto_contrato;comuna;barrio;direccion;lat;lng;fecha_inicio;fecha_fin_inicial;plazo_meses;porcentaje_avance;imagen_1;imagen_2;imagen_3;imagen_4;licitacion_oferta_empresa;licitacion_anio;contratacion_tipo;nro_contratacion;cuit_contratista;beneficiarios;mano_obra;compromiso;destacada;ba_elige;link_interno;pliego_descarga;expediente-numero;estudio_ambiental_descarga;financiamiento
338;Entorno Flores;Centro Comercial A Cielo Abierto Av. Gaona (E/ Donato íÅlvarez Y Argerich);Finalizada;Espacio Público;Ministerio de Espacio Público e Higiene Urbana;En el marco del Plan de puesta en valor de centros comerciales a cielo abierto, la intervención realizada corresponde a la Avenida Gaona, incluyendo el perí?metro de la plaza comprendida entre las calles Gavilán, Caracas, Luis Viale y Av. Gaona. La intervención propuso la renovación del solado de veredas, incluyendo el soterrado del cableado aéreo, el completamiento del arbolado de alineación retirando aquellos ejemplares que se encontraban en mal estado y plantando nuevos. Se incorporaron luminarias peatonales y se actualizaron a tecnologí?a led aquellos artefactos que eran de mercurio halogenado para reforzar la iluminación de la avenida. Se incorporó equipamiento urbano para incentivar el uso, goce y tránsito seguro del espacio urbano.;37299609;7;Flores;;-34,615584;-58,46417;5/1/2017;12/1/2017;0;100;https://cdn2.buenosaires.gob.ar/baobras/editadas1/mayep_entornofloresrenderejecomercialgaona_foto1.jpg;;;;Dynco S.A;2016;;;30708802812;;;SI;;;https://www.buenosaires.gob.ar/baobras/entorno-flores;https://cdn2.buenosaires.gob.ar/baobras/pliegos/PLIEG-2016-22636072-DGRU.pdf;;;
339;Entorno Boedo;Esquinas Salcedo, Mármol, Las Casas y Muñiz: Puesta en valor del entorno ;Finalizada;Espacio Público;Ministerio de Espacio Público e Higiene Urbana;Se realizó la nivelación de calzada y vereda en las esquinas, la incorporación de nuevas pérgolas y áreas de recreación y descanso, se reforzó la iluminación peatonal, se realizó el completamiento del arbolado urbano, y el ordenamiento vehicular.;20737985;5;Boedo;;-34,635241;-58,422713;7/1/2017;3/7/2017;6;100;https://cdn2.buenosaires.gob.ar/baobras/editadas1/mayep_equinasboedo_foto1.jpg;;;;Miavasa S.A;2016;;;30677303863;;;SI;;;https://www.buenosaires.gob.ar/baobras/entorno-boedo;https://cdn2.buenosaires.gob.ar/baobras/pliegos/PLIEG-2016-15828982-DGRU.pdf;;;
340;Entorno Villa Devoto;Centro Comercial A Cielo Abierto Av. Lope De Vega (E/ Tinogasta Y Gral. Paz);Finalizada;Espacio Público;Ministerio de Espacio Público e Higiene Urbana;En el marco del Plan de puesta en valor de centros comerciales a cielo abierto, se propuso la renovación de aceras, el ordenamiento del espacio público, la corrección del ritmo arbolado y alumbrado, la intensificación del alumbrado peatonal y se propusieron nuevos cruces nivelados.;29209398;11;Villa Devoto;;-34,614192;-58,524904;3/1/2017;1/8/2017;7;100;https://cdn2.buenosaires.gob.ar/baobras/editadas1/mayep_ejecomercialvilladevoto_foto1.jpg;;;;Miavasa S.A;2016;;;30677303863;;;SI;;;https://www.buenosaires.gob.ar/baobras/villa-devoto;https://cdn2.buenosaires.gob.ar/baobras/pliegos/PLIEG-2016-21067704-DGRU.pdf;;;
341;Entorno Barracas;Centro Comercial a Cielo Abierto Av. Montes De Oca (E/ B Quinquela y Av. Martí?n Garcí?a);Finalizada;Espacio Público;Ministerio de Espacio Público e Higiene Urbana;En el marco del Plan de puesta en valor de centros comerciales a cielo abierto, se propuso la incorporación de nuevo arbolado, incorporación de farolas ornamentales led en aceras, incorporación de luminarias viales led en el boulevard de montes de oca, renovación total de aceras, soterrado de servicios e incorporación de nuevo equipamiento urbano.;28054630;4;Barracas;;-34,63914;-58,374482;11/1/2017;1/9/2018;20;100;https://cdn2.buenosaires.gob.ar/baobras/editadas1/mayep_entornobarracasavmontesdeoca_foto1.jpg;https://cdn2.buenosaires.gob.ar/baobras/editadas1/mayep_renderentornobarracasavmontesdeoca_foto2.jpg;;;Instalectro S.A.;2017;;;33661628729;;;SI;;;https://www.buenosaires.gob.ar/baobras/entorno-barracas;https://cdn2.buenosaires.gob.ar/baobras/pliegos/PLIEG-2017-18328499-DGRU.pdf;;;
342;Entorno Once;Centro Comercial A Cielo Abierto Av. Pueyrredón Tramo I;Finalizada;Espacio Público;Ministerio de Espacio Público e Higiene Urbana;Obra enmarcada en el Plan Integral Once, propuso la reparación de veredas, la renovación integral de aceras, cazoletas y vados peatonales, el soterramiento de cableado aéreo, la incorporación de iluminación peatonal, el completamiento del arbolado y mobiliario urbano.;8200000;3;Balvanera;MITRE, BARTOLOME y PUEYRREDON AV.;-34,608797;-58,40613;17/1/2018;17/1/2018;0;100;https://cdn2.buenosaires.gob.ar/baobras/editadas1/mayep_planonce_tramo1_foto1.jpeg;;;;Miavasa S.A;2017;;;30677303863;;;SI;;;https://www.buenosaires.gob.ar/baobras/entorno-once;;;;
343;Entorno Once;Centro Comercial A Cielo Abierto Av. Pueyrredón Tramo II;Finalizada;Espacio Público;Ministerio de Espacio Público e Higiene Urbana;Obra enmarcada en el Plan Integral Once, propone la reparación de veredas la renovación integral de aceras, cazoletas y vados peatonales, el soterramiento de cableado aéreo, la incorporación de iluminación peatonal, el completamiento del arbolado y mobiliario urbano.;15300000;3;Balvanera;PUEYRREDON AV. y SARMIENTO;-34,60625;-58,405965;17/1/2018;17/1/2018;0;100;https://cdn2.buenosaires.gob.ar/baobras/editadas1/mayep_planonce_tramo2_foto1.jpeg;;;;Miavasa S.A;2017;;;30677303863;;;SI;;;https://www.buenosaires.gob.ar/baobras/entorno-once;;;;
344;Entorno Flores;Centro Comercial A Cielo Abierto Av. Rivadavia (E/ Helguera Y Av. Donato íÅlvarez);Finalizada;Espacio Público;Ministerio de Espacio Público e Higiene Urbana;En el marco del Plan de puesta en valor de centros comerciales a cielo abierto, se propuso la renovación y reparación de veredas en todo el sector, se refuerzó y corrigió la iluminación peatonal, se incorporó arbolado, se realizó un ordenamiento del espacio público y el soterramiento del cableado aéreo. A su vez, se propuso la nivelación de algunos cruces peatonales, para acentuar la continuidad del recorrido peatonal.;54975940;7;Flores;;-34,628506;-58,462875;6/1/2017;31/5/2018;16;100;https://cdn2.buenosaires.gob.ar/baobras/editadas1/mayep_entornofloresrenderejecomercialrivadavia_foto1.jpg;;;;Pelque S.A;2016;;;30707761535;;;SI;;;https://www.buenosaires.gob.ar/baobras/entorno-flores;https://cdn2.buenosaires.gob.ar/baobras/pliegos/PLIEG-2017-00646457-DGORU.pdf;;;
345;Entorno Once;Centro Comercial A Cielo Abierto Av. Rivadavia (E/ Callao Y Pueyrredón);Finalizada;Espacio Público;Ministerio de Espacio Público e Higiene Urbana;En el marco del Plan Once, se propuso la renovación y reparación de veredas en todo el sector, se reforzó y corrigió la iluminación peatonal, se incorporó arbolado, se hizo un ordenamiento del espacio público y el soterramiento del cableado aéreo. A su vez, se propuso la nivelación de algunos cruces peatonales, para acentuar la continuidad del recorrido peatonal.;25755320;3;Balvanera;RIVADAVIA AV. y COLOMBO, CARLOS AMBROSIO;-34,609781;-58,401032;2/1/2018;11/1/2018;0;100;https://cdn2.buenosaires.gob.ar/baobras/genericas/generica_espaciopublico.png;;;;Algieri S.A;2017;Licitación Pública;1549/SIGAF/2017;30699339810;;;SI;;;https://www.buenosaires.gob.ar/baobras/entorno-once;https://cdn2.buenosaires.gob.ar/baobras/pliegos/PLIEG-2017-25374817-DGRU.pdf;23058047/DGRU/2017;;
346;Entorno Boedo;Centro Comercial a Cielo Abierto Av. San Juan (E/ Colombres y Virrey Liniers);Finalizada;Espacio Público;Ministerio de Espacio Público e Higiene Urbana;En el marco del Plan de puesta en valor de centros comerciales a cielo abierto, se realizó la reparación y reposición de aceras, ordenamiento general, corrección ritmo arbolado y alumbrado, e intensificación del alumbrado peatonal.;5868243;5;Boedo;;-34,625341;-58,41554;10/1/2016;12/1/2016;0;100;https://cdn2.buenosaires.gob.ar/baobras/editadas1/mayep_ejeboedoavsanjuan_foto1.jpg;;;;Naku Construcciones S.R.L;2016;;;30575292174;;;SI;;;https://www.buenosaires.gob.ar/baobras/entorno-boedo;https://cdn2.buenosaires.gob.ar/baobras/pliegos/PLIEG-2016-17149098-DGORU.pdf;;;
347;Entorno Palermo;Paseo Av. Sarmiento (Ramí?rez);Finalizada;Espacio Público;Ministerio de Espacio Público e Higiene Urbana;Puesta en valor de la Av. Sarmiento y el Paseo Ramí?rez. Se propuso la renovación de veredas en un amplio sector y se incorporó una dársena vehicular. A su vez, la propuesta mejoró las cualidades ambientales del área mediante la incorporación de arbolado y equipamiento urbano.;24627378;14;Palermo;;-34,578349;-58,418821;11/1/2016;5/1/2017;12;100;https://cdn2.buenosaires.gob.ar/baobras/editadas1/mayep_palermopaseosarmiento_foto1.jpg;;;;Altote S.A;2016;;;30707431896;;;SI;;;https://www.buenosaires.gob.ar/baobras/entorno-palermo;https://cdn2.buenosaires.gob.ar/baobras/pliegos/PLIEG-2016-18209626-DGORU.pdf;;;
348;Entorno Flores;Centro Comercial A Cielo Abierto Av. Varela (E/ Eva Perón Y Bajo Autopista Au. 25 De Mayo);Finalizada;Espacio Público;Ministerio de Espacio Público e Higiene Urbana;En el marco del Plan de puesta en valor de centros comerciales a cielo abierto, en Av. Varela, en el tramo comprendido entre la calle Primera Junta y la Av. Eva Perón, se propuso el recambio de la totalidad de las veredas, el soterramiento de cables, la renovación de la iluminación a nivel peatonal, la incorporación de arbolado, nuevas rampas de accesibilidad e intervenciones artí?sticas en el sector del bajo autopista.;12012804;7;Flores;;-34,640276;-58,457686;4/1/2017;15/11/2017;10;100;https://cdn2.buenosaires.gob.ar/baobras/editadas1/mayep_entornofloresejecomercialvarela_foto1.jpg;;;;Avinco Construcciones S.A;2016;;;33622606939;;;SI;;;https://www.buenosaires.gob.ar/baobras/entorno-flores;https://cdn2.buenosaires.gob.ar/baobras/pliegos/PLIEG-2016-26941725-DGRU.pdf;;;
349;Entorno Saavedra;Boulevard San Isidro Labrador: Renovación;Finalizada;Espacio Público;Ministerio de Espacio Público e Higiene Urbana;Se canalizaron flujos vehiculares mediante intervención peatonal. Se realizó la demarcación de sendas peatonales logrando cruces seguros y cortos. Se ejecutaron nuevos vados peatonales. Se realizó la demarcación horizontal en los extremos del Boulevard evitando el estacionamiento indebido. Se incorporó mobiliario urbano en las intervenciones peatonales. Se coloraron elementos reflectivos para incrementar la visibilidad en las intersecciones.;11291008;12;Saavedra;;-34,543577;-58,473126;9/1/2016;3/1/2017;12;100;https://cdn2.buenosaires.gob.ar/baobras/editadas1/mayep_saavedrarenovacionboulevardsanisidro_foto1.jpg;;;;Salvatori S.A Parques Y Jardines;2016;;;30512700124;;;;;;https://www.buenosaires.gob.ar/baobras/entorno-saavedra;https://cdn2.buenosaires.gob.ar/baobras/pliegos/PLIEG-2016-13299925-DGRU.pdf;;;
350;Entorno Flores;Centro Comercial A Cielo Abierto Avellaneda E/ Terrada Y Emilio Lamarca;Finalizada;Espacio Público;Ministerio de Espacio Público e Higiene Urbana;Se canalizaron flujos vehiculares mediante intervención peatonal. Se realizó la demarcación de sendas peatonales logrando cruces seguros y cortos. Se ejecutaron nuevos vados peatonales. Se realizó la demarcación horizontal en los extremos del Boulevard evitando el estacionamiento indebido. Se incorporó mobiliario urbano en las intervenciones peatonales. Se coloraron elementos reflectivos para incrementar la visibilidad en las intersecciones.;47806102;7;Flores;;-34,627159;-58,474493;3/1/2017;10/9/2017;8;100;https://cdn2.buenosaires.gob.ar/baobras/editadas1/mayep_entornofloresejecomercialavellaneda_foto1.jpg;;;;Da Fré Obras Civiles S.A;2016;;;30711388768;;;SI;;;https://www.buenosaires.gob.ar/baobras/entorno-flores;https://cdn2.buenosaires.gob.ar/baobras/pliegos/PLIEG-2016-20494156-DGRU.pdf;;;
351;Entorno Constitución;Centro Trasbordo Constitución;Finalizada;Espacio Público;Ministerio de Espacio Público e Higiene Urbana;El proyecto para el centro de trasbordo de constitución, que unificó la estación Garay del metrobús sur y la cabecera de la lí?nea c de subte, incluyó la instalación de una cubierta vidriada de 2300 metros cuadrados, la construcción de un nuevo vestí?bulo sobre la plaza con una boleterí?a, la ampliación de un andén lateral, la renovación de los solados guí?a de los andenes, la colocación de torretas de ventilación que aseguran el flujo de aire en la estación y brindan iluminación natural, el reemplazo de la luminaria antigua por iluminación led, la incorporación de carteleras con información y mapas, y la construcción de dos locales comerciales.;112000000;1;Constitución;;-34,626945;-58,381028;12/1/2014;31/3/2017;38;100;https://cdn2.buenosaires.gob.ar/baobras/editadas1/mayep_centrodetrasbordo_foto1.jpeg;;;;Bricons S.A.I.C.F.I. - Miavasa S.A.- Union Transitoria De Empresas;2014;;;30714595241;;;;;;https://www.buenosaires.gob.ar/baobras/entorno-constitucion;;;;
352;Entorno Lugano;Conector Ambiental Av. Soldado De La Frontera;Finalizada;Espacio Público;Ministerio de Espacio Público e Higiene Urbana;Se llevó a cabo la ampliación, renovación y el equipamiento integral de veredas y canteros en dársenas para colectivos, plazas y plazoletas. También el completamiento y ampliación de especies arbóreas, la ampliación de espacios verdes en boulevares, dársenas y plazoletas, la iluminación peatonal, nuevos cruces peatonales elevados y rampas.;51274163;8;Villa Lugano;;-34,685263;-58,463803;11/1/2016;15/8/2017;19;100;https://cdn2.buenosaires.gob.ar/baobras/editadas1/mayep_luganoconectorambiental_foto1.jpg;;;;Miavasa S.A;2016;;;30677303863;;;;;;https://www.buenosaires.gob.ar/baobras/entorno-lugano;https://cdn2.buenosaires.gob.ar/baobras/pliegos/PLIEG-2016-15877716-DGRU.pdf;;;
353;Corredor Verde Del Oeste;Corredor Verde del Oeste: Tramo I - Cruce Medrano;Finalizada;Espacio Público;Ministerio de Espacio Público e Higiene Urbana;Como primera intervención del proyecto de Techos FFCC Sarmiento esta obra comprendió la rectificación de la calle Bartolomé Mitre y el ensanche de esquina con el objetivo de mejorar la circulación vehicular, aumentar la superficie verde, generar nuevos patios de juegos y postas de descanso. El proyecto también comprendió la renovación e incorporación del mobiliario urbano, refuerzo de la iluminación, e incorporación de arbolado.;60212823;5;Almagro;;-34,609786;-58,421193;12/1/2016;31/8/2018;31;100;https://cdn2.buenosaires.gob.ar/baobras/editadas1/mayep_corredorverdeoestetramo1_foto1.jpg;https://cdn2.buenosaires.gob.ar/baobras/editadas1/mayep_corredorverdeoestetramo1_foto2.jpg;;;Bricons S.A.I.C.F.I.-Construere Ingenieria S.A. -Union Transitoria;2016;;;30715430807;;;;;;https://www.buenosaires.gob.ar/baobras/corredor-verde-del-oeste;https://cdn2.buenosaires.gob.ar/baobras/pliegos/PLIEG-2016-19495620-DGRU.pdf;;;
354;Eje Corrientes;Corrientes Cultural - Etapa I (E/ Pellegrini y Suipacha);Finalizada;Espacio Público;Ministerio de Espacio Público e Higiene Urbana;Obra que amplió, ordenó y generó nuevos espacios públicos de circulación peatonal, teniendo en cuenta todas las variables que componen el entorno urbano (alumbrado, buses, veredas, equipamiento, etc.) para potenciar la oferta cultural y gastronómica de una de las avenidas emblemáticas de Bs. As.;13333334;1;San Nicolás;CORRIENTES AV. y PELLEGRINI, CARLOS;-34,603686;-58,380302;11/1/2017;15/7/2018;18;100;https://cdn2.buenosaires.gob.ar/baobras/editadas1/mayep_rendercorrientespeatonal_pellegrinietapa1_foto1.jpg;;;;;2017;;;;;;;;;https://www.buenosaires.gob.ar/baobras/eje-corrientes;;;;
355;Eje Corrientes;Corrientes Cultural - Etapa I (E/ Suipacha y Florida);Finalizada;Espacio Público;Ministerio de Espacio Público e Higiene Urbana;Obra que amplió, ordenó y generó nuevos espacios públicos de circulación peatonal, teniendo en cuenta todas las variables que componen el entorno urbano (alumbrado, buses, veredas, equipamiento, etc.) para potenciar la oferta cultural y gastronómica de una de las avenidas emblemáticas de Bs. As.;37500000;1;San Nicolás;CORRIENTES AV. y ESMERALDA;-34,603539;-58,377853;2/1/2018;15/7/2018;6;100;https://cdn2.buenosaires.gob.ar/baobras/editadas1/mayep_rendercorrientespeatonal_etapa1suipacha_foto1.jpg;;;;;2017;;;;;;;;;https://www.buenosaires.gob.ar/baobras/eje-corrientes;http://cdn2.buenosaires.gob.ar/baobras/pliegos/PLIEG-2018-03218984-DGRU.pdf;;;
356;Eje Corrientes;Corrientes Cultural - Etapa II (E/ Callao y Cerrito);Finalizada;Espacio Público;Ministerio de Espacio Público e Higiene Urbana;Obra que amplió, ordenó y generó nuevos espacios públicos de circulación peatonal, teniendo en cuenta todas las variables que componen el entorno urbano (alumbrado, buses, veredas, equipamiento, etc.) para potenciar la oferta cultural y gastronómica de una de las avenidas emblemáticas de la Ciudad de Buenos Aires.;131448049;1;San Nicolás;CORRIENTES AV. y PARANA;-34,604061;-58,387276;3/1/2018;27/3/2020;26;100;https://cdn2.buenosaires.gob.ar/baobras/editadas1/mayep_corrientespeatonal_etapa3callao_foto1.jpg;https://www.youtube.com/watch?v=MnWbP2UdcG8;;;Algieri S.A;2017;Licitación Pública;1627/SIGAF/2017;30699339810;;;;SI;;https://www.buenosaires.gob.ar/baobras/eje-corrientes;https://cdn2.buenosaires.gob.ar/baobras/pliegos/PLIEG-2018-03218984-DGRU.pdf;26885156/DGRU/2017;;
357;Entorno Ferrocarriles;Estación Colegiales ( FFCC Mitre): Renovación del entorno;Finalizada;Espacio Público;Ministerio de Espacio Público e Higiene Urbana;Se llevó a cabo la puesta en valor del entorno de la estación Colegiales del FFCC Mitre. Se re realizaron las siguientes mejoras para la circulación peatonal: renovación de veredas sobre la calle Crámer entre F. Lacroze y Aguilar, se incorporó nuevo alumbrado vial y peatonal, se plantaron nuevos ejemplares de arbolado, nuevos vados peatonales y demarcaciones horizontales en calzada para obtener cruces más seguros, se realizó recuperación del muro y la apertura del mismo, reemplazando parte de los paños ciegos por rejas.;14609792;13;Colegiales;;-34,572118;-58,449054;11/1/2016;30/3/2017;14;100;https://cdn2.buenosaires.gob.ar/baobras/editadas1/mayep_entornoferrocarrilesrenovacionestacioncolegiales_foto1.jpeg;;;;INGECONS S.A.;2016;;;30683399333;;;;;;https://www.buenosaires.gob.ar/baobras/entorno-ferrocarriles;https://cdn2.buenosaires.gob.ar/baobras/pliegos/PLIEG-2016-18761857-DGRU.pdf;;;
358;Entorno Ferrocarriles;Estación Rivadavia ( FFCC Mitre): Renovación del entorno;Finalizada;Espacio Público;Ministerio de Espacio Público e Higiene Urbana;Se llevó a cabo la puesta en valor del entorno de la estación Rivadavia del FFCC Mitre. Se renovaron veredas, se reforzó la iluminación peatonal, se colocaron muros verdes en el bajo autopista con diversos diseños, mejoras y reformulación de los cruces a provincia, tanto el peatonal como vehicular, reparando solados e intensificando la iluminación.;24198361;13;Nuñez;;-34,536832;-58,467726;2/1/2017;5/1/2017;0;100;https://cdn2.buenosaires.gob.ar/baobras/editadas1/mayep_entornoferrocarrilesrenovacionestacionrivadavia_foto1.jpg;;;;Ilubaires S.A;2016;;;30693811860;;;;;;https://www.buenosaires.gob.ar/baobras/entorno-ferrocarriles;https://cdn2.buenosaires.gob.ar/baobras/pliegos/PLIEG-2016-17999644-DGORU.pdf;;;
359;Hospital Piñero;Hospital Piñero: Renovación Del Entorno;Finalizada;Espacio Público;Ministerio de Espacio Público e Higiene Urbana;El proyecto tuvo como objetivo mejorar las condiciones del espacio público que conforma el entorno inmediato al Hospital General de Agudos Parmenio Piñeiro, para lo cual se planteó: refuerzo de alumbrado y colocación de mobiliario sobre calle crisóstomo álvarez, apertura de muro, colocación de reja y salida de ambulancias sobre calle Crisóstomo íÅlvarez, mejoras de veredas, vados y arbolado sobre calle Crisóstomo íÅlvarez y Av. Varela, ejecución de nuevo playón de ambulancias, nueva calle de acceso, iluminación en acceso a hospital sobre Av. Varela, y ordenamiento vehicular y peatonal para acceso a guardia y emergencias.;25553075;7;Flores;;-34,644374;-58,455236;16/1/2018;31/12/2017;;100;https://cdn2.buenosaires.gob.ar/baobras/editadas1/mayep_dgru_hospitalpi%C3%B1ero_foto1.jpg;;;;Dal Construcciones S.A;2016;;;30604370171;;;;;;https://www.buenosaires.gob.ar/baobras/hospital-pinero;https://cdn2.buenosaires.gob.ar/baobras/pliegos/PLIEG-2016-19311799-DGRU.pdf;;;
360;Hospital Pirovano;Hospital Pirovano: Renovación Del Entorno;Finalizada;Espacio Público;Ministerio de Espacio Público e Higiene Urbana;La intervención tuvo como objetivo mejorar las condiciones del espacio público que conforman el entorno inmediato al Hospital General de Agudos, Dr. Ignacio Pirovano, para lo cual se planteó: refuerzo de alumbrado sobre calles Pedro Rivera, Roque Pérez y Av. Monroe, mejoras de veredas, vados y arbolado sobre calles Pedro Rivera, Roque Pérez y Av. Monroe, ejecución de nuevo playón de ambulancias, con dársena de ascenso y descenso de personas, y ordenamiento vehicular y peatonal para acceso a guardia.;9264639;12;Coghlan;;-34,564372;-58,471456;10/1/2016;27/3/2017;14;100;https://cdn2.buenosaires.gob.ar/baobras/editadas1/mayep_renovacionhospitalpirovano_foto1.jpg;;;;Ilubaires S.A;2016;;;30693811860;;;;;;https://www.buenosaires.gob.ar/baobras/hospital-pirovano;https://cdn2.buenosaires.gob.ar/baobras/pliegos/PLIEG-2016-18185783-DGORU.pdf;;;
361;Entorno La Boca;Paseo Caminito: Renovación del entorno;Finalizada;Espacio Público;Ministerio de Espacio Público e Higiene Urbana;La intervención propuso la renovación de las aceras, completando lo realizado en intervenciones previas, el completamiento de arbolado, la recomposición del adoquinado, la unificación del alumbrado público peatonal con tecnologí?a led, la iluminación de las recovas sobre la Av. Pedro de Mendoza y las fachadas del Museo Benito Quinquela Martin y la ubicada entre pasaje Caminito y Magallanes. También se realizaron ensanches de vereda resolviendo problemas de accesibilidad de la zona y se niveló la cuadra de Iberlucea entre Magallanes y Lamadrid.;36952921;4;La Boca;;-34,638488;-58,361612;1/1/2017;30/8/2017;7;100;https://cdn2.buenosaires.gob.ar/baobras/editadas1/mayep_entornolabocarenovacioncaminito_foto1.jpg;;;;Cunumi S.A;2016;;;30615748036;;;;;;https://www.buenosaires.gob.ar/baobras/entorno-la-boca;https://cdn2.buenosaires.gob.ar/baobras/pliegos/PLIEG-2016-24107098-DGRU.pdf;;;
362;Entorno Once;Plaza Miserere: Renovación del entorno;Finalizada;Espacio Público;Ministerio de Espacio Público e Higiene Urbana;Como parte del plan de renovación del área ambiental Once, la puesta en valor del entorno de la Plaza Miserere contempló la incorporación de nuevo arbolado, alumbrado led peatonal en aceras, renovación total de aceras, soterrado de servicios y reacondicionamientos de dársenas de colectivos sobre calle Ecuador.;20002840;3;Balvanera;ECUADOR y RIVADAVIA AV.;-34,610087;-58,408324;5/1/2017;16/3/2018;14;100;https://cdn2.buenosaires.gob.ar/baobras/genericas/generica_espaciopublico.png;;;;Miavasa S.A;2017;Licitación Pública;37/SIGAF/2017;30677303863;;;SI;;;https://www.buenosaires.gob.ar/baobras/entorno-once;https://cdn2.buenosaires.gob.ar/baobras/pliegos/PLIEG-2016-27918923-DGRU.pdf;26.488.698/DGRU/2016;;
363;Entorno Polideportivos;Polideportivo Parque Patricios: Renovación del entorno;Finalizada;Espacio Público;Ministerio de Espacio Público e Higiene Urbana;La intervención tuvo como objetivo mejorar las condiciones del espacio público que conforman el entorno inmediato al Polideportivo Parque Patricios, se contempló la nivelación de calzada en accesos, la demolición del paredón para colocación de rejas, el refuerzo de alumbrado sobre calles Uspallata y Pepirí?, el ensanche de vereda, la demolición de vereda existente, la colocación de nuevos veredas para unificar solado perimetral y el ordenamiento vehicular.;11589392;4;Parque Patricios;Pepirí? 135;-34,639327;-58,409658;9/1/2016;25/2/2017;13;100;https://cdn2.buenosaires.gob.ar/baobras/editadas1/mayep_entornopolideportivoparquepatricios_foto1.jpeg;;;;Naku Construcciones S.R.L;2016;;;30575292174;;;;;;https://www.buenosaires.gob.ar/baobras/entorno-polideportivos;https://cdn2.buenosaires.gob.ar/baobras/pliegos/PLIEG-2016-16193627-DGRU.pdf;;;
364;Entorno Balvanera;Eje Comercial Av. Entre Rí?os - Callao (Entre Av. Corrientes Y Av. Garay);Finalizada;Espacio Público;Ministerio de Espacio Público e Higiene Urbana;En el marco del plan de puesta en valor de centros comerciales a cielo abierto, se propuso la renovación integral de aceras, cazoletas y vados peatonales, el soterramiento del cableado aéreo, el recambio integral de la instalación eléctrica subterránea de alumbrado público e incorporación de farolas peatonales, la incorporación de arbolado nuevo y la renovación del equipamiento urbano existente.;58268106;3;Balvanera;;-34,615948;-58,39169;11/1/2016;14/8/2017;19;100;https://cdn2.buenosaires.gob.ar/baobras/editadas1/mayep_entornobalvaneraejecomercialentrerios_foto1.jpeg;;;;Bosquimano S.A;2016;;;30711470022;;;SI;;;https://www.buenosaires.gob.ar/baobras/entorno-balvanera;https://cdn2.buenosaires.gob.ar/baobras/pliegos/PLIEG-2016-15478232-DGRU.pdf;;;
365;Entorno Recoleta;Centro Cultural Recoleta: Equipamiento;Finalizada;Espacio Público;Ministerio de Espacio Público e Higiene Urbana;Se llevó a cabo la puesta en valor del Centro Cultural Recoleta a través de la incorporación de equipamiento y vegetación en los patios y la terraza, promoviendo el uso de estos sectores. La intervención contempló: incorporación de macetas con vegetación, mesas y sillas, bancos, estructuras móviles tipo andamio y cubierta móvil en los patios y terraza, la readecuación y el revestimiento en madera de canteros existentes en el Patio de los Tilos, Patio de la Fuente y el Patio de las Palmeras, iluminación de la fachada de la capilla, demarcación de un sector de piso con pintura, e instalación de un jardí?n vertical en la terraza.;3329526;2;Recoleta;Junin 1930;-34,586495;-58,391574;12/1/2016;4/1/2017;12;100;https://cdn2.buenosaires.gob.ar/baobras/editadas1/mayep_recoleta_equipamientoccrecoleta_foto1.jpg;;;;Desarrolladora Los Tilos S.A;2016;;;30710622848;;;;;;https://www.buenosaires.gob.ar/baobras/recoleta;https://cdn2.buenosaires.gob.ar/baobras/pliegos/PLIEG-2016-23857516-DGRU.pdf;;;
366;Entorno Once;Plan Once: Etapa IV;Finalizada;Espacio Público;Ministerio de Espacio Público e Higiene Urbana;El proyecto propuso una serie de intervenciones en las esquinas y veredas que permiten la apropiación del espacio público por parte de los peatones y el ordenamiento en el uso de las dársenas para estacionamiento, carga y descarga e higiene urbana. A su vez se trabajó en el mejoramiento del paisaje: se soterró el cableado aéreo, se redujo al mí?nimo la cantidad de postes, y se intensificó el arbolado y la iluminación peatonal. En las calles internas se generaron bulbos de vereda cercanos a las esquinas y se construyeron vados dobles de hormigón peinado. Se incorporaron contenedores semi soterrados y se pintó la calzada en la ampliación generada por los bulbos. En las aceras intervenidas se colocaron mosaicos graní?ticos de color gris claro, y a su vez se construyeron cazoletas y se plantaron árboles nuevos.;55846273;3;Balvanera;PERON, JUAN DOMINGO, TTE. GENERAL y PASO;-34,607771;-58,403804;11/1/2017;8/1/2018;12;100;https://cdn2.buenosaires.gob.ar/baobras/editadas1/mayep_planonce_etapa4render_foto1.jpg;;;;Cunumi S.A;2017;Licitación Pública;1276/SIGAF/17;30615748036;;;SI;SI;;https://www.buenosaires.gob.ar/baobras/entorno-once;https://cdn2.buenosaires.gob.ar/baobras/pliegos/PLIEG-2017-16925304-DGORU.pdf;15655208/MGEYA-DGRU/17;;
